time,year,species,port,landings,month,species_group
1973-04-16 00:00:00+00:00,1973,"crab, dungeness",Monterey,74,4,Crabs
1973-11-16 00:00:00+00:00,1973,"crab, dungeness",Monterey,29,11,Crabs
1973-12-16 00:00:00+00:00,1973,"crab, dungeness",Monterey,322,12,Crabs
1974-01-16 00:00:00+00:00,1974,"crab, dungeness",Monterey,555,1,Crabs
1974-02-16 00:00:00+00:00,1974,"crab, dungeness",Monterey,554,2,Crabs
1974-03-16 00:00:00+00:00,1974,"crab, dungeness",Monterey,480,3,Crabs
1974-04-16 00:00:00+00:00,1974,"crab, dungeness",Monterey,34,4,Crabs
1974-11-16 00:00:00+00:00,1974,"crab, dungeness",Monterey,328,11,Crabs
1974-12-16 00:00:00+00:00,1974,"crab, dungeness",Monterey,652,12,Crabs
1975-01-16 00:00:00+00:00,1975,"crab, dungeness",Monterey,719,1,Crabs
1975-02-16 00:00:00+00:00,1975,"crab, dungeness",Monterey,474,2,Crabs
1975-03-16 00:00:00+00:00,1975,"crab, dungeness",Monterey,185,3,Crabs
1975-04-16 00:00:00+00:00,1975,"crab, dungeness",Monterey,20,4,Crabs
1975-11-16 00:00:00+00:00,1975,"crab, dungeness",Monterey,176,11,Crabs
1975-12-16 00:00:00+00:00,1975,"crab, dungeness",Monterey,64,12,Crabs
1976-11-16 00:00:00+00:00,1976,"crab, dungeness",Monterey,1125,11,Crabs
1977-02-16 00:00:00+00:00,1977,"crab, dungeness",Monterey,61,2,Crabs
1977-11-16 00:00:00+00:00,1977,"crab, dungeness",Monterey,843,11,Crabs
1977-12-16 00:00:00+00:00,1977,"crab, dungeness",Monterey,7154,12,Crabs
1978-01-16 00:00:00+00:00,1978,"crab, dungeness",Monterey,1093,1,Crabs
1978-02-16 00:00:00+00:00,1978,"crab, dungeness",Monterey,518,2,Crabs
1978-03-16 00:00:00+00:00,1978,"crab, dungeness",Monterey,1030,3,Crabs
1978-04-16 00:00:00+00:00,1978,"crab, dungeness",Monterey,431,4,Crabs
1978-05-16 00:00:00+00:00,1978,"crab, dungeness",Monterey,7,5,Crabs
1978-06-16 00:00:00+00:00,1978,"crab, dungeness",Monterey,2,6,Crabs
1978-08-16 00:00:00+00:00,1978,"crab, dungeness",Monterey,21,8,Crabs
1978-10-16 00:00:00+00:00,1978,"crab, dungeness",Monterey,892,10,Crabs
1978-11-16 00:00:00+00:00,1978,"crab, dungeness",Monterey,891,11,Crabs
1978-12-16 00:00:00+00:00,1978,"crab, dungeness",Monterey,1265,12,Crabs
1979-01-16 00:00:00+00:00,1979,"crab, dungeness",Monterey,752,1,Crabs
1979-02-16 00:00:00+00:00,1979,"crab, dungeness",Monterey,1088,2,Crabs
1979-03-16 00:00:00+00:00,1979,"crab, dungeness",Monterey,808,3,Crabs
1979-04-16 00:00:00+00:00,1979,"crab, dungeness",Monterey,558,4,Crabs
1979-05-16 00:00:00+00:00,1979,"crab, dungeness",Monterey,1344,5,Crabs
1979-06-16 00:00:00+00:00,1979,"crab, dungeness",Monterey,152,6,Crabs
1979-10-16 00:00:00+00:00,1979,"crab, dungeness",Monterey,142,10,Crabs
1979-11-16 00:00:00+00:00,1979,"crab, dungeness",Monterey,1282,11,Crabs
1979-12-16 00:00:00+00:00,1979,"crab, dungeness",Monterey,719,12,Crabs
1980-01-16 00:00:00+00:00,1980,"crab, dungeness",Monterey,1351,1,Crabs
1980-02-16 00:00:00+00:00,1980,"crab, dungeness",Monterey,763,2,Crabs
1980-03-16 00:00:00+00:00,1980,"crab, dungeness",Monterey,914,3,Crabs
1980-04-16 00:00:00+00:00,1980,"crab, dungeness",Monterey,351,4,Crabs
1980-05-16 00:00:00+00:00,1980,"crab, dungeness",Monterey,365,5,Crabs
1980-06-16 00:00:00+00:00,1980,"crab, dungeness",Monterey,84,6,Crabs
1980-09-16 00:00:00+00:00,1980,"crab, dungeness",Monterey,421,9,Crabs
1980-11-16 00:00:00+00:00,1980,"crab, dungeness",Monterey,572,11,Crabs
1980-12-16 00:00:00+00:00,1980,"crab, dungeness",Monterey,412,12,Crabs
1981-01-16 00:00:00+00:00,1981,"crab, dungeness",Monterey,623,1,Crabs
1981-02-16 00:00:00+00:00,1981,"crab, dungeness",Monterey,1123,2,Crabs
1981-03-16 00:00:00+00:00,1981,"crab, dungeness",Monterey,257,3,Crabs
1981-04-16 00:00:00+00:00,1981,"crab, dungeness",Monterey,466,4,Crabs
1981-05-16 00:00:00+00:00,1981,"crab, dungeness",Monterey,253,5,Crabs
1981-06-16 00:00:00+00:00,1981,"crab, dungeness",Monterey,183,6,Crabs
1981-07-16 00:00:00+00:00,1981,"crab, dungeness",Monterey,8,7,Crabs
1981-08-16 00:00:00+00:00,1981,"crab, dungeness",Monterey,8300,8,Crabs
1981-09-16 00:00:00+00:00,1981,"crab, dungeness",Monterey,3666,9,Crabs
1981-11-16 00:00:00+00:00,1981,"crab, dungeness",Monterey,200,11,Crabs
1981-12-16 00:00:00+00:00,1981,"crab, dungeness",Monterey,535,12,Crabs
1982-01-16 00:00:00+00:00,1982,"crab, dungeness",Monterey,469,1,Crabs
1982-02-16 00:00:00+00:00,1982,"crab, dungeness",Monterey,502,2,Crabs
1982-03-16 00:00:00+00:00,1982,"crab, dungeness",Monterey,429,3,Crabs
1982-04-16 00:00:00+00:00,1982,"crab, dungeness",Monterey,230,4,Crabs
1982-05-16 00:00:00+00:00,1982,"crab, dungeness",Monterey,148,5,Crabs
1982-06-16 00:00:00+00:00,1982,"crab, dungeness",Monterey,62,6,Crabs
1982-11-16 00:00:00+00:00,1982,"crab, dungeness",Monterey,300,11,Crabs
1982-12-16 00:00:00+00:00,1982,"crab, dungeness",Monterey,502,12,Crabs
1983-01-16 00:00:00+00:00,1983,"crab, dungeness",Monterey,659,1,Crabs
1983-02-16 00:00:00+00:00,1983,"crab, dungeness",Monterey,907,2,Crabs
1983-03-16 00:00:00+00:00,1983,"crab, dungeness",Monterey,1276,3,Crabs
1983-04-16 00:00:00+00:00,1983,"crab, dungeness",Monterey,533,4,Crabs
1983-05-16 00:00:00+00:00,1983,"crab, dungeness",Monterey,184,5,Crabs
1983-06-16 00:00:00+00:00,1983,"crab, dungeness",Monterey,52,6,Crabs
1983-09-16 00:00:00+00:00,1983,"crab, dungeness",Monterey,60,9,Crabs
1983-11-16 00:00:00+00:00,1983,"crab, dungeness",Monterey,941,11,Crabs
1983-12-16 00:00:00+00:00,1983,"crab, dungeness",Monterey,662,12,Crabs
1984-01-16 00:00:00+00:00,1984,"crab, dungeness",Monterey,911,1,Crabs
1984-02-16 00:00:00+00:00,1984,"crab, dungeness",Monterey,6724,2,Crabs
1984-03-16 00:00:00+00:00,1984,"crab, dungeness",Monterey,3812,3,Crabs
1984-04-16 00:00:00+00:00,1984,"crab, dungeness",Monterey,15205,4,Crabs
1984-05-16 00:00:00+00:00,1984,"crab, dungeness",Monterey,217,5,Crabs
1984-06-16 00:00:00+00:00,1984,"crab, dungeness",Monterey,11,6,Crabs
1984-08-16 00:00:00+00:00,1984,"crab, dungeness",Monterey,10,8,Crabs
1984-09-16 00:00:00+00:00,1984,"crab, dungeness",Monterey,295,9,Crabs
1984-10-16 00:00:00+00:00,1984,"crab, dungeness",Monterey,16,10,Crabs
1984-11-16 00:00:00+00:00,1984,"crab, dungeness",Monterey,445,11,Crabs
1984-12-16 00:00:00+00:00,1984,"crab, dungeness",Monterey,605,12,Crabs
1985-01-16 00:00:00+00:00,1985,"crab, dungeness",Monterey,630,1,Crabs
1985-02-16 00:00:00+00:00,1985,"crab, dungeness",Monterey,1539,2,Crabs
1985-03-16 00:00:00+00:00,1985,"crab, dungeness",Monterey,805,3,Crabs
1985-04-16 00:00:00+00:00,1985,"crab, dungeness",Monterey,8877,4,Crabs
1985-05-16 00:00:00+00:00,1985,"crab, dungeness",Monterey,175,5,Crabs
1985-06-16 00:00:00+00:00,1985,"crab, dungeness",Monterey,177,6,Crabs
1985-11-16 00:00:00+00:00,1985,"crab, dungeness",Monterey,43,11,Crabs
1985-12-16 00:00:00+00:00,1985,"crab, dungeness",Monterey,12,12,Crabs
1986-01-16 00:00:00+00:00,1986,"crab, dungeness",Monterey,29,1,Crabs
1986-02-16 00:00:00+00:00,1986,"crab, dungeness",Monterey,118,2,Crabs
1986-03-16 00:00:00+00:00,1986,"crab, dungeness",Monterey,57,3,Crabs
1986-04-16 00:00:00+00:00,1986,"crab, dungeness",Monterey,74,4,Crabs
1986-08-16 00:00:00+00:00,1986,"crab, dungeness",Monterey,12,8,Crabs
1986-09-16 00:00:00+00:00,1986,"crab, dungeness",Monterey,164,9,Crabs
1986-11-16 00:00:00+00:00,1986,"crab, dungeness",Monterey,108,11,Crabs
1986-12-16 00:00:00+00:00,1986,"crab, dungeness",Monterey,63,12,Crabs
1987-01-16 00:00:00+00:00,1987,"crab, dungeness",Monterey,26,1,Crabs
1987-02-16 00:00:00+00:00,1987,"crab, dungeness",Monterey,567,2,Crabs
1987-03-16 00:00:00+00:00,1987,"crab, dungeness",Monterey,501,3,Crabs
1987-04-16 00:00:00+00:00,1987,"crab, dungeness",Monterey,306,4,Crabs
1987-05-16 00:00:00+00:00,1987,"crab, dungeness",Monterey,4,5,Crabs
1987-06-16 00:00:00+00:00,1987,"crab, dungeness",Monterey,181,6,Crabs
1987-07-16 00:00:00+00:00,1987,"crab, dungeness",Monterey,251,7,Crabs
1987-08-16 00:00:00+00:00,1987,"crab, dungeness",Monterey,194,8,Crabs
1987-09-16 00:00:00+00:00,1987,"crab, dungeness",Monterey,208,9,Crabs
1987-10-16 00:00:00+00:00,1987,"crab, dungeness",Monterey,9593,10,Crabs
1987-11-16 00:00:00+00:00,1987,"crab, dungeness",Monterey,1748,11,Crabs
1987-12-16 00:00:00+00:00,1987,"crab, dungeness",Monterey,4705,12,Crabs
1988-01-16 00:00:00+00:00,1988,"crab, dungeness",Monterey,4153,1,Crabs
1988-02-16 00:00:00+00:00,1988,"crab, dungeness",Monterey,4632,2,Crabs
1988-03-16 00:00:00+00:00,1988,"crab, dungeness",Monterey,9795,3,Crabs
1988-04-16 00:00:00+00:00,1988,"crab, dungeness",Monterey,7934,4,Crabs
1988-05-16 00:00:00+00:00,1988,"crab, dungeness",Monterey,143,5,Crabs
1988-06-16 00:00:00+00:00,1988,"crab, dungeness",Monterey,23,6,Crabs
1988-10-16 00:00:00+00:00,1988,"crab, dungeness",Monterey,15,10,Crabs
1988-11-16 00:00:00+00:00,1988,"crab, dungeness",Monterey,13610,11,Crabs
1988-12-16 00:00:00+00:00,1988,"crab, dungeness",Monterey,27357,12,Crabs
1989-01-16 00:00:00+00:00,1989,"crab, dungeness",Monterey,18595,1,Crabs
1989-02-16 00:00:00+00:00,1989,"crab, dungeness",Monterey,11192,2,Crabs
1989-03-16 00:00:00+00:00,1989,"crab, dungeness",Monterey,5369,3,Crabs
1989-04-16 00:00:00+00:00,1989,"crab, dungeness",Monterey,3602,4,Crabs
1989-05-16 00:00:00+00:00,1989,"crab, dungeness",Monterey,72,5,Crabs
1989-06-16 00:00:00+00:00,1989,"crab, dungeness",Monterey,4,6,Crabs
1989-07-16 00:00:00+00:00,1989,"crab, dungeness",Monterey,762,7,Crabs
1989-11-16 00:00:00+00:00,1989,"crab, dungeness",Monterey,20168,11,Crabs
1989-12-16 00:00:00+00:00,1989,"crab, dungeness",Monterey,11259,12,Crabs
1990-01-16 00:00:00+00:00,1990,"crab, dungeness",Monterey,5547,1,Crabs
1990-02-16 00:00:00+00:00,1990,"crab, dungeness",Monterey,6756,2,Crabs
1990-03-16 00:00:00+00:00,1990,"crab, dungeness",Monterey,3616,3,Crabs
1990-04-16 00:00:00+00:00,1990,"crab, dungeness",Monterey,2974,4,Crabs
1990-05-16 00:00:00+00:00,1990,"crab, dungeness",Monterey,69,5,Crabs
1990-09-16 00:00:00+00:00,1990,"crab, dungeness",Monterey,479,9,Crabs
1990-10-16 00:00:00+00:00,1990,"crab, dungeness",Monterey,481,10,Crabs
1990-11-16 00:00:00+00:00,1990,"crab, dungeness",Monterey,18892,11,Crabs
1990-12-16 00:00:00+00:00,1990,"crab, dungeness",Monterey,7424,12,Crabs
1991-01-16 00:00:00+00:00,1991,"crab, dungeness",Monterey,5763,1,Crabs
1991-02-16 00:00:00+00:00,1991,"crab, dungeness",Monterey,6641,2,Crabs
1991-03-16 00:00:00+00:00,1991,"crab, dungeness",Monterey,3308,3,Crabs
1991-04-16 00:00:00+00:00,1991,"crab, dungeness",Monterey,4076,4,Crabs
1991-05-16 00:00:00+00:00,1991,"crab, dungeness",Monterey,457,5,Crabs
1991-06-16 00:00:00+00:00,1991,"crab, dungeness",Monterey,173,6,Crabs
1991-07-16 00:00:00+00:00,1991,"crab, dungeness",Monterey,76,7,Crabs
1991-08-16 00:00:00+00:00,1991,"crab, dungeness",Monterey,66,8,Crabs
1991-10-16 00:00:00+00:00,1991,"crab, dungeness",Monterey,89,10,Crabs
1991-11-16 00:00:00+00:00,1991,"crab, dungeness",Monterey,12757,11,Crabs
1991-12-16 00:00:00+00:00,1991,"crab, dungeness",Monterey,19163,12,Crabs
1992-01-16 00:00:00+00:00,1992,"crab, dungeness",Monterey,8422,1,Crabs
1992-02-16 00:00:00+00:00,1992,"crab, dungeness",Monterey,8677,2,Crabs
1992-03-16 00:00:00+00:00,1992,"crab, dungeness",Monterey,6378,3,Crabs
1992-04-16 00:00:00+00:00,1992,"crab, dungeness",Monterey,6407,4,Crabs
1992-05-16 00:00:00+00:00,1992,"crab, dungeness",Monterey,1774,5,Crabs
1992-06-16 00:00:00+00:00,1992,"crab, dungeness",Monterey,357,6,Crabs
1992-07-16 00:00:00+00:00,1992,"crab, dungeness",Monterey,325,7,Crabs
1992-09-16 00:00:00+00:00,1992,"crab, dungeness",Monterey,7,9,Crabs
1992-10-16 00:00:00+00:00,1992,"crab, dungeness",Monterey,40,10,Crabs
1992-11-16 00:00:00+00:00,1992,"crab, dungeness",Monterey,11719,11,Crabs
1992-12-16 00:00:00+00:00,1992,"crab, dungeness",Monterey,7000,12,Crabs
1993-01-16 00:00:00+00:00,1993,"crab, dungeness",Monterey,2527,1,Crabs
1993-02-16 00:00:00+00:00,1993,"crab, dungeness",Monterey,3420,2,Crabs
1993-03-16 00:00:00+00:00,1993,"crab, dungeness",Monterey,2323,3,Crabs
1993-04-16 00:00:00+00:00,1993,"crab, dungeness",Monterey,796,4,Crabs
1993-05-16 00:00:00+00:00,1993,"crab, dungeness",Monterey,2008,5,Crabs
1993-08-16 00:00:00+00:00,1993,"crab, dungeness",Monterey,78,8,Crabs
1993-10-16 00:00:00+00:00,1993,"crab, dungeness",Monterey,458,10,Crabs
1993-11-16 00:00:00+00:00,1993,"crab, dungeness",Monterey,8207,11,Crabs
1993-12-16 00:00:00+00:00,1993,"crab, dungeness",Monterey,10718,12,Crabs
1994-01-16 00:00:00+00:00,1994,"crab, dungeness",Monterey,8516,1,Crabs
1994-02-16 00:00:00+00:00,1994,"crab, dungeness",Monterey,9806,2,Crabs
1994-03-16 00:00:00+00:00,1994,"crab, dungeness",Monterey,8401,3,Crabs
1994-04-16 00:00:00+00:00,1994,"crab, dungeness",Monterey,3466,4,Crabs
1994-05-16 00:00:00+00:00,1994,"crab, dungeness",Monterey,362,5,Crabs
1994-06-16 00:00:00+00:00,1994,"crab, dungeness",Monterey,1752,6,Crabs
1994-11-16 00:00:00+00:00,1994,"crab, dungeness",Monterey,13619,11,Crabs
1994-12-16 00:00:00+00:00,1994,"crab, dungeness",Monterey,73657,12,Crabs
1995-01-16 00:00:00+00:00,1995,"crab, dungeness",Monterey,8123,1,Crabs
1995-02-16 00:00:00+00:00,1995,"crab, dungeness",Monterey,28824,2,Crabs
1995-03-16 00:00:00+00:00,1995,"crab, dungeness",Monterey,21216,3,Crabs
1995-04-16 00:00:00+00:00,1995,"crab, dungeness",Monterey,10431,4,Crabs
1995-05-16 00:00:00+00:00,1995,"crab, dungeness",Monterey,1753,5,Crabs
1995-06-16 00:00:00+00:00,1995,"crab, dungeness",Monterey,2300,6,Crabs
1995-07-16 00:00:00+00:00,1995,"crab, dungeness",Monterey,586,7,Crabs
1995-11-16 00:00:00+00:00,1995,"crab, dungeness",Monterey,78291,11,Crabs
1995-12-16 00:00:00+00:00,1995,"crab, dungeness",Monterey,23687,12,Crabs
1996-01-16 00:00:00+00:00,1996,"crab, dungeness",Monterey,3231,1,Crabs
1996-02-16 00:00:00+00:00,1996,"crab, dungeness",Monterey,1986,2,Crabs
1996-03-16 00:00:00+00:00,1996,"crab, dungeness",Monterey,2660,3,Crabs
1996-04-16 00:00:00+00:00,1996,"crab, dungeness",Monterey,2295,4,Crabs
1996-05-16 00:00:00+00:00,1996,"crab, dungeness",Monterey,117,5,Crabs
1996-06-16 00:00:00+00:00,1996,"crab, dungeness",Monterey,150,6,Crabs
1996-09-16 00:00:00+00:00,1996,"crab, dungeness",Monterey,91,9,Crabs
1996-11-16 00:00:00+00:00,1996,"crab, dungeness",Monterey,10246,11,Crabs
1996-12-16 00:00:00+00:00,1996,"crab, dungeness",Monterey,12894,12,Crabs
1997-01-16 00:00:00+00:00,1997,"crab, dungeness",Monterey,8915,1,Crabs
1997-02-16 00:00:00+00:00,1997,"crab, dungeness",Monterey,9916,2,Crabs
1997-03-16 00:00:00+00:00,1997,"crab, dungeness",Monterey,8899,3,Crabs
1997-04-16 00:00:00+00:00,1997,"crab, dungeness",Monterey,6810,4,Crabs
1997-05-16 00:00:00+00:00,1997,"crab, dungeness",Monterey,3088,5,Crabs
1997-06-16 00:00:00+00:00,1997,"crab, dungeness",Monterey,2448,6,Crabs
1997-11-16 00:00:00+00:00,1997,"crab, dungeness",Monterey,4017,11,Crabs
1997-12-16 00:00:00+00:00,1997,"crab, dungeness",Monterey,10664,12,Crabs
1998-01-16 00:00:00+00:00,1998,"crab, dungeness",Monterey,6806,1,Crabs
1998-02-16 00:00:00+00:00,1998,"crab, dungeness",Monterey,2852,2,Crabs
1998-03-16 00:00:00+00:00,1998,"crab, dungeness",Monterey,12923,3,Crabs
1998-04-16 00:00:00+00:00,1998,"crab, dungeness",Monterey,11255,4,Crabs
1998-05-16 00:00:00+00:00,1998,"crab, dungeness",Monterey,2234,5,Crabs
1998-06-16 00:00:00+00:00,1998,"crab, dungeness",Monterey,1214,6,Crabs
1998-10-16 00:00:00+00:00,1998,"crab, dungeness",Monterey,30,10,Crabs
1998-11-16 00:00:00+00:00,1998,"crab, dungeness",Monterey,8671,11,Crabs
1998-12-16 00:00:00+00:00,1998,"crab, dungeness",Monterey,6733,12,Crabs
1999-01-16 00:00:00+00:00,1999,"crab, dungeness",Monterey,4135,1,Crabs
1999-02-16 00:00:00+00:00,1999,"crab, dungeness",Monterey,2091,2,Crabs
1999-03-16 00:00:00+00:00,1999,"crab, dungeness",Monterey,3613,3,Crabs
1999-04-16 00:00:00+00:00,1999,"crab, dungeness",Monterey,3469,4,Crabs
1999-05-16 00:00:00+00:00,1999,"crab, dungeness",Monterey,1020,5,Crabs
1999-06-16 00:00:00+00:00,1999,"crab, dungeness",Monterey,428,6,Crabs
1999-11-16 00:00:00+00:00,1999,"crab, dungeness",Monterey,3165,11,Crabs
1999-12-16 00:00:00+00:00,1999,"crab, dungeness",Monterey,7111,12,Crabs
2000-01-16 00:00:00+00:00,2000,"crab, dungeness",Monterey,4003,1,Crabs
2000-02-16 00:00:00+00:00,2000,"crab, dungeness",Monterey,3468,2,Crabs
2000-03-16 00:00:00+00:00,2000,"crab, dungeness",Monterey,4199,3,Crabs
2000-04-16 00:00:00+00:00,2000,"crab, dungeness",Monterey,2820,4,Crabs
2000-05-16 00:00:00+00:00,2000,"crab, dungeness",Monterey,1078,5,Crabs
2000-06-16 00:00:00+00:00,2000,"crab, dungeness",Monterey,35,6,Crabs
2000-10-16 00:00:00+00:00,2000,"crab, dungeness",Monterey,400,10,Crabs
2000-11-16 00:00:00+00:00,2000,"crab, dungeness",Monterey,4193,11,Crabs
2000-12-16 00:00:00+00:00,2000,"crab, dungeness",Monterey,7885,12,Crabs
2001-01-16 00:00:00+00:00,2001,"crab, dungeness",Monterey,2718,1,Crabs
2001-02-16 00:00:00+00:00,2001,"crab, dungeness",Monterey,2802,2,Crabs
2001-03-16 00:00:00+00:00,2001,"crab, dungeness",Monterey,2509,3,Crabs
2001-04-16 00:00:00+00:00,2001,"crab, dungeness",Monterey,2742,4,Crabs
2001-05-16 00:00:00+00:00,2001,"crab, dungeness",Monterey,845,5,Crabs
2001-06-16 00:00:00+00:00,2001,"crab, dungeness",Monterey,2029,6,Crabs
2001-07-16 00:00:00+00:00,2001,"crab, dungeness",Monterey,211,7,Crabs
2001-10-16 00:00:00+00:00,2001,"crab, dungeness",Monterey,48,10,Crabs
2001-11-16 00:00:00+00:00,2001,"crab, dungeness",Monterey,405,11,Crabs
2001-12-16 00:00:00+00:00,2001,"crab, dungeness",Monterey,9956,12,Crabs
2002-01-16 00:00:00+00:00,2002,"crab, dungeness",Monterey,14549,1,Crabs
2002-02-16 00:00:00+00:00,2002,"crab, dungeness",Monterey,18720,2,Crabs
2002-03-16 00:00:00+00:00,2002,"crab, dungeness",Monterey,9168,3,Crabs
2002-04-16 00:00:00+00:00,2002,"crab, dungeness",Monterey,7480,4,Crabs
2002-05-16 00:00:00+00:00,2002,"crab, dungeness",Monterey,6488,5,Crabs
2002-06-16 00:00:00+00:00,2002,"crab, dungeness",Monterey,1613,6,Crabs
2002-11-16 00:00:00+00:00,2002,"crab, dungeness",Monterey,23253,11,Crabs
2002-12-16 00:00:00+00:00,2002,"crab, dungeness",Monterey,26195,12,Crabs
1978-06-16 00:00:00+00:00,1978,"crab, dungeness",San Diego,100,6,Crabs
1978-11-16 00:00:00+00:00,1978,"crab, dungeness",San Diego,37,11,Crabs
1980-11-16 00:00:00+00:00,1980,"crab, dungeness",San Diego,1488,11,Crabs
1981-02-16 00:00:00+00:00,1981,"crab, dungeness",San Diego,4,2,Crabs
1981-09-16 00:00:00+00:00,1981,"crab, dungeness",San Diego,104,9,Crabs
1983-12-16 00:00:00+00:00,1983,"crab, dungeness",San Diego,60,12,Crabs
1984-01-16 00:00:00+00:00,1984,"crab, dungeness",San Diego,21,1,Crabs
1984-02-16 00:00:00+00:00,1984,"crab, dungeness",San Diego,51,2,Crabs
1984-07-16 00:00:00+00:00,1984,"crab, dungeness",San Diego,3,7,Crabs
1984-10-16 00:00:00+00:00,1984,"crab, dungeness",San Diego,19,10,Crabs
1984-11-16 00:00:00+00:00,1984,"crab, dungeness",San Diego,368,11,Crabs
1985-01-16 00:00:00+00:00,1985,"crab, dungeness",San Diego,207,1,Crabs
1985-02-16 00:00:00+00:00,1985,"crab, dungeness",San Diego,10,2,Crabs
1985-03-16 00:00:00+00:00,1985,"crab, dungeness",San Diego,182,3,Crabs
1985-04-16 00:00:00+00:00,1985,"crab, dungeness",San Diego,150,4,Crabs
1985-05-16 00:00:00+00:00,1985,"crab, dungeness",San Diego,173,5,Crabs
1985-12-16 00:00:00+00:00,1985,"crab, dungeness",San Diego,11,12,Crabs
1987-01-16 00:00:00+00:00,1987,"crab, dungeness",San Diego,20,1,Crabs
1988-02-16 00:00:00+00:00,1988,"crab, dungeness",San Diego,5,2,Crabs
1988-05-16 00:00:00+00:00,1988,"crab, dungeness",San Diego,50,5,Crabs
1989-11-16 00:00:00+00:00,1989,"crab, dungeness",San Diego,79,11,Crabs
1990-01-16 00:00:00+00:00,1990,"crab, dungeness",San Diego,59,1,Crabs
1990-05-16 00:00:00+00:00,1990,"crab, dungeness",San Diego,138,5,Crabs
1990-10-16 00:00:00+00:00,1990,"crab, dungeness",San Diego,77,10,Crabs
1991-03-16 00:00:00+00:00,1991,"crab, dungeness",San Diego,2,3,Crabs
1995-09-16 00:00:00+00:00,1995,"crab, dungeness",San Diego,42,9,Crabs
1995-12-16 00:00:00+00:00,1995,"crab, dungeness",San Diego,608,12,Crabs
1996-11-16 00:00:00+00:00,1996,"crab, dungeness",San Diego,15,11,Crabs
1928-01-16 00:00:00+00:00,1928,"crab, dungeness",San Francisco,384960,1,Crabs
1928-02-16 00:00:00+00:00,1928,"crab, dungeness",San Francisco,391152,2,Crabs
1928-03-16 00:00:00+00:00,1928,"crab, dungeness",San Francisco,159528,3,Crabs
1928-04-16 00:00:00+00:00,1928,"crab, dungeness",San Francisco,357888,4,Crabs
1928-05-16 00:00:00+00:00,1928,"crab, dungeness",San Francisco,373272,5,Crabs
1928-06-16 00:00:00+00:00,1928,"crab, dungeness",San Francisco,332784,6,Crabs
1928-07-16 00:00:00+00:00,1928,"crab, dungeness",San Francisco,263472,7,Crabs
1928-11-16 00:00:00+00:00,1928,"crab, dungeness",San Francisco,342024,11,Crabs
1928-12-16 00:00:00+00:00,1928,"crab, dungeness",San Francisco,409680,12,Crabs
1929-01-16 00:00:00+00:00,1929,"crab, dungeness",San Francisco,346824,1,Crabs
1929-02-16 00:00:00+00:00,1929,"crab, dungeness",San Francisco,268824,2,Crabs
1929-03-16 00:00:00+00:00,1929,"crab, dungeness",San Francisco,95688,3,Crabs
1929-04-16 00:00:00+00:00,1929,"crab, dungeness",San Francisco,33192,4,Crabs
1929-05-16 00:00:00+00:00,1929,"crab, dungeness",San Francisco,93312,5,Crabs
1929-06-16 00:00:00+00:00,1929,"crab, dungeness",San Francisco,125616,6,Crabs
1929-07-16 00:00:00+00:00,1929,"crab, dungeness",San Francisco,135864,7,Crabs
1929-11-16 00:00:00+00:00,1929,"crab, dungeness",San Francisco,240768,11,Crabs
1929-12-16 00:00:00+00:00,1929,"crab, dungeness",San Francisco,351696,12,Crabs
1930-01-16 00:00:00+00:00,1930,"crab, dungeness",San Francisco,174984,1,Crabs
1930-02-16 00:00:00+00:00,1930,"crab, dungeness",San Francisco,269592,2,Crabs
1930-03-16 00:00:00+00:00,1930,"crab, dungeness",San Francisco,147072,3,Crabs
1930-04-16 00:00:00+00:00,1930,"crab, dungeness",San Francisco,159000,4,Crabs
1930-05-16 00:00:00+00:00,1930,"crab, dungeness",San Francisco,374208,5,Crabs
1930-06-16 00:00:00+00:00,1930,"crab, dungeness",San Francisco,73272,6,Crabs
1930-07-16 00:00:00+00:00,1930,"crab, dungeness",San Francisco,89208,7,Crabs
1930-11-16 00:00:00+00:00,1930,"crab, dungeness",San Francisco,237528,11,Crabs
1930-12-16 00:00:00+00:00,1930,"crab, dungeness",San Francisco,373968,12,Crabs
1931-01-16 00:00:00+00:00,1931,"crab, dungeness",San Francisco,186940,1,Crabs
1931-02-16 00:00:00+00:00,1931,"crab, dungeness",San Francisco,272144,2,Crabs
1931-03-16 00:00:00+00:00,1931,"crab, dungeness",San Francisco,244588,3,Crabs
1931-04-16 00:00:00+00:00,1931,"crab, dungeness",San Francisco,320660,4,Crabs
1931-05-16 00:00:00+00:00,1931,"crab, dungeness",San Francisco,269764,5,Crabs
1931-06-16 00:00:00+00:00,1931,"crab, dungeness",San Francisco,186916,6,Crabs
1931-07-16 00:00:00+00:00,1931,"crab, dungeness",San Francisco,80501,7,Crabs
1931-11-16 00:00:00+00:00,1931,"crab, dungeness",San Francisco,191144,11,Crabs
1931-12-16 00:00:00+00:00,1931,"crab, dungeness",San Francisco,363944,12,Crabs
1932-01-16 00:00:00+00:00,1932,"crab, dungeness",San Francisco,318833,1,Crabs
1932-02-16 00:00:00+00:00,1932,"crab, dungeness",San Francisco,334716,2,Crabs
1932-03-16 00:00:00+00:00,1932,"crab, dungeness",San Francisco,224286,3,Crabs
1932-04-16 00:00:00+00:00,1932,"crab, dungeness",San Francisco,225610,4,Crabs
1932-05-16 00:00:00+00:00,1932,"crab, dungeness",San Francisco,245336,5,Crabs
1932-06-16 00:00:00+00:00,1932,"crab, dungeness",San Francisco,193062,6,Crabs
